Credit_ID,Customer_ID,Credit_Score,Credit_Rating,Risk_Category,Credit_Check_Date
810923,110923,751,Excellent,Low,2026-01-01
810924,110924,742,Good,Low,2026-01-01
810925,110925,589,Poor,High,2026-01-01
810926,110926,664,Fair,Medium,2026-01-01
810927,110927,576,Poor,High,2026-01-01
810928,110928,749,Good,Low,2026-01-01
810929,110929,748,Good,Low,2026-01-01
810930,110930,622,Poor,Medium,2026-01-01
810931,110931,591,Poor,High,2026-01-01
810932,110932,808,Excellent,Low,2026-01-01
810933,110933,621,Poor,Medium,2026-01-01
810934,110934,767,Excellent,Low,2026-01-01
810935,110935,735,Good,Low,2026-01-01
810936,110936,773,Excellent,Low,2026-01-01
810937,110937,742,Good,Low,2026-01-01
810938,110938,689,Fair,Medium,2026-01-01
810939,110939,669,Fair,Medium,2026-01-01
810940,110940,710,Good,Low,2026-01-01
810941,110941,602,Poor,Medium,2026-01-01
810942,110942,738,Good,Low,2026-01-01
810943,110943,747,Good,Low,2026-01-01
810944,110944,655,Fair,Medium,2026-01-01
810945,110945,726,Good,Low,2026-01-01
810946,110946,590,Poor,High,2026-01-01
810947,110947,796,Excellent,Low,2026-01-01
810948,110948,736,Good,Low,2026-01-01
810949,110949,641,Poor,Medium,2026-01-01
810950,110950,582,Poor,High,2026-01-01
810951,110951,663,Fair,Medium,2026-01-01
810952,110952,647,Poor,Medium,2026-01-01
810953,110953,623,Poor,Medium,2026-01-01
810954,110954,625,Poor,Medium,2026-01-01
810955,110955,715,Good,Low,2026-01-01
810956,110956,650,Fair,Medium,2026-01-01
810957,110957,753,Excellent,Low,2026-01-01
810958,110958,692,Fair,Medium,2026-01-01
810959,110959,596,Poor,High,2026-01-01
810960,110960,674,Fair,Medium,2026-01-01
810961,110961,660,Fair,Medium,2026-01-01
810962,110962,633,Poor,Medium,2026-01-01
810963,110963,710,Good,Low,2026-01-01
810964,110964,608,Poor,Medium,2026-01-01
810965,110965,735,Good,Low,2026-01-01
810966,110966,715,Good,Low,2026-01-01
810967,110967,765,Excellent,Low,2026-01-01
810968,110968,631,Poor,Medium,2026-01-01
810969,110969,746,Good,Low,2026-01-01
810970,110970,608,Poor,Medium,2026-01-01
810971,110971,643,Poor,Medium,2026-01-01
810972,110972,635,Poor,Medium,2026-01-01
810973,110973,724,Good,Low,2026-01-01
810974,110974,736,Good,Low,2026-01-01
810975,110975,613,Poor,Medium,2026-01-01
810976,110976,535,Poor,High,2026-01-01
810977,110977,755,Excellent,Low,2026-01-01
810978,110978,657,Fair,Medium,2026-01-01
810979,110979,709,Good,Low,2026-01-01
810980,110980,622,Poor,Medium,2026-01-01
810981,110981,806,Excellent,Low,2026-01-01
810982,110982,751,Excellent,Low,2026-01-01
810983,110983,705,Good,Low,2026-01-01
810984,110984,675,Fair,Medium,2026-01-01
810985,110985,668,Fair,Medium,2026-01-01
810986,110986,659,Fair,Medium,2026-01-01
810987,110987,687,Fair,Medium,2026-01-01
810988,110988,700,Good,Low,2026-01-01
810989,110989,694,Fair,Medium,2026-01-01
810990,110990,707,Good,Low,2026-01-01
810991,110991,665,Fair,Medium,2026-01-01
810992,110992,634,Poor,Medium,2026-01-01
810993,110993,537,Poor,High,2026-01-01
810994,110994,694,Fair,Medium,2026-01-01
810995,110995,715,Good,Low,2026-01-01
810996,110996,686,Fair,Medium,2026-01-01
810997,110997,613,Poor,Medium,2026-01-01
810998,110998,622,Poor,Medium,2026-01-01
810999,110999,753,Excellent,Low,2026-01-01
811000,111000,725,Good,Low,2026-01-01
811001,111001,710,Good,Low,2026-01-01
811002,111002,610,Poor,Medium,2026-01-01
811003,111003,653,Fair,Medium,2026-01-01
811004,111004,624,Poor,Medium,2026-01-01
811005,111005,596,Poor,High,2026-01-01
811006,111006,694,Fair,Medium,2026-01-01
811007,111007,712,Good,Low,2026-01-01
811008,111008,620,Poor,Medium,2026-01-01
811009,111009,718,Good,Low,2026-01-01
811010,111010,680,Fair,Medium,2026-01-01
811011,111011,617,Poor,Medium,2026-01-01
811012,111012,744,Good,Low,2026-01-01
811013,111013,575,Poor,High,2026-01-01
811014,111014,629,Poor,Medium,2026-01-01
811015,111015,679,Fair,Medium,2026-01-01
811016,111016,722,Good,Low,2026-01-01
811017,111017,798,Excellent,Low,2026-01-01
811018,111018,613,Poor,Medium,2026-01-01
811019,111019,667,Fair,Medium,2026-01-01
811020,111020,742,Good,Low,2026-01-01
811021,111021,662,Fair,Medium,2026-01-01
811022,111022,619,Poor,Medium,2026-01-01
811023,111023,722,Good,Low,2026-01-01
811024,111024,686,Fair,Medium,2026-01-01
811025,111025,781,Excellent,Low,2026-01-01
811026,111026,678,Fair,Medium,2026-01-01
811027,111027,634,Poor,Medium,2026-01-01
811028,111028,727,Good,Low,2026-01-01
811029,111029,652,Fair,Medium,2026-01-01
811030,111030,749,Good,Low,2026-01-01
811031,111031,551,Poor,High,2026-01-01
811032,111032,761,Excellent,Low,2026-01-01
811033,111033,698,Fair,Medium,2026-01-01
811034,111034,671,Fair,Medium,2026-01-01
811035,111035,548,Poor,High,2026-01-01
811036,111036,594,Poor,High,2026-01-01
811037,111037,588,Poor,High,2026-01-01
811038,111038,575,Poor,High,2026-01-01
811039,111039,728,Good,Low,2026-01-01
811040,111040,682,Fair,Medium,2026-01-01
811041,111041,717,Good,Low,2026-01-01
811042,111042,750,Excellent,Low,2026-01-01
811043,111043,738,Good,Low,2026-01-01
811044,111044,715,Good,Low,2026-01-01
811045,111045,771,Excellent,Low,2026-01-01
811046,111046,733,Good,Low,2026-01-01
811047,111047,584,Poor,High,2026-01-01
811048,111048,701,Good,Low,2026-01-01
811049,111049,685,Fair,Medium,2026-01-01
811050,111050,747,Good,Low,2026-01-01
811051,111051,750,Excellent,Low,2026-01-01
811052,111052,712,Good,Low,2026-01-01
811053,111053,565,Poor,High,2026-01-01
811054,111054,607,Poor,Medium,2026-01-01
811055,111055,562,Poor,High,2026-01-01
811056,111056,573,Poor,High,2026-01-01
811057,111057,739,Good,Low,2026-01-01
811058,111058,727,Good,Low,2026-01-01
811059,111059,742,Good,Low,2026-01-01
811060,111060,734,Good,Low,2026-01-01
811061,111061,701,Good,Low,2026-01-01
811062,111062,676,Fair,Medium,2026-01-01
811063,111063,536,Poor,High,2026-01-01
811064,111064,698,Fair,Medium,2026-01-01
811065,111065,752,Excellent,Low,2026-01-01
811066,111066,652,Fair,Medium,2026-01-01
811067,111067,590,Poor,High,2026-01-01
811068,111068,633,Poor,Medium,2026-01-01
811069,111069,554,Poor,High,2026-01-01
811070,111070,775,Excellent,Low,2026-01-01
811071,111071,667,Fair,Medium,2026-01-01
811072,111072,581,Poor,High,2026-01-01
811073,111073,765,Excellent,Low,2026-01-01
811074,111074,578,Poor,High,2026-01-01
811075,111075,647,Poor,Medium,2026-01-01
811076,111076,698,Fair,Medium,2026-01-01
811077,111077,693,Fair,Medium,2026-01-01
811078,111078,648,Poor,Medium,2026-01-01
811079,111079,649,Poor,Medium,2026-01-01
811080,111080,614,Poor,Medium,2026-01-01
811081,111081,711,Good,Low,2026-01-01
811082,111082,683,Fair,Medium,2026-01-01
811083,111083,686,Fair,Medium,2026-01-01
811084,111084,746,Good,Low,2026-01-01
811085,111085,750,Excellent,Low,2026-01-01
811086,111086,618,Poor,Medium,2026-01-01
811087,111087,727,Good,Low,2026-01-01
811088,111088,686,Fair,Medium,2026-01-01
811089,111089,673,Fair,Medium,2026-01-01
811090,111090,611,Poor,Medium,2026-01-01
811091,111091,621,Poor,Medium,2026-01-01
811092,111092,731,Good,Low,2026-01-01
811093,111093,682,Fair,Medium,2026-01-01
811094,111094,645,Poor,Medium,2026-01-01
811095,111095,699,Fair,Medium,2026-01-01
811096,111096,616,Poor,Medium,2026-01-01
811097,111097,749,Good,Low,2026-01-01
811098,111098,599,Poor,High,2026-01-01
811099,111099,631,Poor,Medium,2026-01-01
811100,111100,634,Poor,Medium,2026-01-01
811101,111101,626,Poor,Medium,2026-01-01
811102,111102,778,Excellent,Low,2026-01-01
811103,111103,706,Good,Low,2026-01-01
811104,111104,781,Excellent,Low,2026-01-01
811105,111105,756,Excellent,Low,2026-01-01
811106,111106,596,Poor,High,2026-01-01
811107,111107,596,Poor,High,2026-01-01
811108,111108,658,Fair,Medium,2026-01-01
811109,111109,635,Poor,Medium,2026-01-01
811110,111110,631,Poor,Medium,2026-01-01
811111,111111,630,Poor,Medium,2026-01-01
811112,111112,649,Poor,Medium,2026-01-01
811113,111113,646,Poor,Medium,2026-01-01
811114,111114,618,Poor,Medium,2026-01-01
811115,111115,662,Fair,Medium,2026-01-01
811116,111116,796,Excellent,Low,2026-01-01
811117,111117,739,Good,Low,2026-01-01
811118,111118,713,Good,Low,2026-01-01
811119,111119,741,Good,Low,2026-01-01
811120,111120,710,Good,Low,2026-01-01
811121,111121,665,Fair,Medium,2026-01-01
811122,111122,690,Fair,Medium,2026-01-01
811123,111123,663,Fair,Medium,2026-01-01
811124,111124,597,Poor,High,2026-01-01
811125,111125,567,Poor,High,2026-01-01
811126,111126,691,Fair,Medium,2026-01-01
811127,111127,589,Poor,High,2026-01-01
811128,111128,628,Poor,Medium,2026-01-01
811129,111129,808,Excellent,Low,2026-01-01
811130,111130,689,Fair,Medium,2026-01-01
811131,111131,748,Good,Low,2026-01-01
811132,111132,771,Excellent,Low,2026-01-01
811133,111133,669,Fair,Medium,2026-01-01
811134,111134,762,Excellent,Low,2026-01-01
811135,111135,634,Poor,Medium,2026-01-01
811136,111136,690,Fair,Medium,2026-01-01
811137,111137,762,Excellent,Low,2026-01-01
811138,111138,708,Good,Low,2026-01-01
811139,111139,704,Good,Low,2026-01-01
811140,111140,675,Fair,Medium,2026-01-01
811141,111141,759,Excellent,Low,2026-01-01
811142,111142,680,Fair,Medium,2026-01-01
811143,111143,692,Fair,Medium,2026-01-01
811144,111144,749,Good,Low,2026-01-01
811145,111145,632,Poor,Medium,2026-01-01
811146,111146,750,Excellent,Low,2026-01-01
811147,111147,686,Fair,Medium,2026-01-01
811148,111148,758,Excellent,Low,2026-01-01
811149,111149,663,Fair,Medium,2026-01-01
811150,111150,682,Fair,Medium,2026-01-01
811151,111151,725,Good,Low,2026-01-01
811152,111152,750,Excellent,Low,2026-01-01
811153,111153,584,Poor,High,2026-01-01
811154,111154,803,Excellent,Low,2026-01-01
811155,111155,568,Poor,High,2026-01-01
811156,111156,697,Fair,Medium,2026-01-01
811157,111157,747,Good,Low,2026-01-01
811158,111158,695,Fair,Medium,2026-01-01
811159,111159,819,Excellent,Low,2026-01-01
811160,111160,702,Good,Low,2026-01-01
811161,111161,598,Poor,High,2026-01-01
811162,111162,752,Excellent,Low,2026-01-01
811163,111163,719,Good,Low,2026-01-01
811164,111164,771,Excellent,Low,2026-01-01
811165,111165,681,Fair,Medium,2026-01-01
811166,111166,556,Poor,High,2026-01-01
811167,111167,783,Excellent,Low,2026-01-01
811168,111168,768,Excellent,Low,2026-01-01
811169,111169,793,Excellent,Low,2026-01-01
811170,111170,729,Good,Low,2026-01-01
811171,111171,602,Poor,Medium,2026-01-01
811172,111172,693,Fair,Medium,2026-01-01
811173,111173,760,Excellent,Low,2026-01-01
811174,111174,705,Good,Low,2026-01-01
811175,111175,579,Poor,High,2026-01-01
811176,111176,722,Good,Low,2026-01-01
811177,111177,771,Excellent,Low,2026-01-01
811178,111178,607,Poor,Medium,2026-01-01
811179,111179,778,Excellent,Low,2026-01-01
811180,111180,616,Poor,Medium,2026-01-01
811181,111181,703,Good,Low,2026-01-01
811182,111182,613,Poor,Medium,2026-01-01
811183,111183,799,Excellent,Low,2026-01-01
811184,111184,740,Good,Low,2026-01-01
811185,111185,798,Excellent,Low,2026-01-01
811186,111186,610,Poor,Medium,2026-01-01
811187,111187,612,Poor,Medium,2026-01-01
811188,111188,613,Poor,Medium,2026-01-01
811189,111189,649,Poor,Medium,2026-01-01
811190,111190,626,Poor,Medium,2026-01-01
811191,111191,589,Poor,High,2026-01-01
811192,111192,742,Good,Low,2026-01-01
811193,111193,612,Poor,Medium,2026-01-01
811194,111194,805,Excellent,Low,2026-01-01
811195,111195,602,Poor,Medium,2026-01-01
811196,111196,747,Good,Low,2026-01-01
811197,111197,642,Poor,Medium,2026-01-01
811198,111198,640,Poor,Medium,2026-01-01
811199,111199,626,Poor,Medium,2026-01-01
811200,111200,662,Fair,Medium,2026-01-01
811201,111201,709,Good,Low,2026-01-01
811202,111202,701,Good,Low,2026-01-01
811203,111203,582,Poor,High,2026-01-01
811204,111204,637,Poor,Medium,2026-01-01
811205,111205,765,Excellent,Low,2026-01-01
811206,111206,812,Excellent,Low,2026-01-01
811207,111207,774,Excellent,Low,2026-01-01
811208,111208,680,Fair,Medium,2026-01-01
811209,111209,755,Excellent,Low,2026-01-01
811210,111210,711,Good,Low,2026-01-01
811211,111211,585,Poor,High,2026-01-01
811212,111212,626,Poor,Medium,2026-01-01
811213,111213,698,Fair,Medium,2026-01-01
811214,111214,755,Excellent,Low,2026-01-01
811215,111215,600,Poor,Medium,2026-01-01
811216,111216,577,Poor,High,2026-01-01
811217,111217,647,Poor,Medium,2026-01-01
811218,111218,652,Fair,Medium,2026-01-01
811219,111219,774,Excellent,Low,2026-01-01
811220,111220,717,Good,Low,2026-01-01
811221,111221,604,Poor,Medium,2026-01-01
811222,111222,664,Fair,Medium,2026-01-01
811223,111223,635,Poor,Medium,2026-01-01
811224,111224,738,Good,Low,2026-01-01
811225,111225,669,Fair,Medium,2026-01-01
811226,111226,618,Poor,Medium,2026-01-01
811227,111227,590,Poor,High,2026-01-01
811228,111228,694,Fair,Medium,2026-01-01
811229,111229,786,Excellent,Low,2026-01-01
811230,111230,720,Good,Low,2026-01-01
811231,111231,799,Excellent,Low,2026-01-01
811232,111232,688,Fair,Medium,2026-01-01
811233,111233,641,Poor,Medium,2026-01-01
811234,111234,598,Poor,High,2026-01-01
811235,111235,621,Poor,Medium,2026-01-01
811236,111236,673,Fair,Medium,2026-01-01
811237,111237,623,Poor,Medium,2026-01-01
811238,111238,787,Excellent,Low,2026-01-01
811239,111239,610,Poor,Medium,2026-01-01
811240,111240,735,Good,Low,2026-01-01
811241,111241,636,Poor,Medium,2026-01-01
811242,111242,721,Good,Low,2026-01-01
811243,111243,765,Excellent,Low,2026-01-01
811244,111244,608,Poor,Medium,2026-01-01
811245,111245,807,Excellent,Low,2026-01-01
811246,111246,724,Good,Low,2026-01-01
811247,111247,724,Good,Low,2026-01-01
811248,111248,739,Good,Low,2026-01-01
811249,111249,796,Excellent,Low,2026-01-01
811250,111250,758,Excellent,Low,2026-01-01
811251,111251,748,Good,Low,2026-01-01
811252,111252,715,Good,Low,2026-01-01
811253,111253,783,Excellent,Low,2026-01-01
811254,111254,653,Fair,Medium,2026-01-01
811255,111255,645,Poor,Medium,2026-01-01
811256,111256,693,Fair,Medium,2026-01-01
811257,111257,629,Poor,Medium,2026-01-01
811258,111258,778,Excellent,Low,2026-01-01
811259,111259,668,Fair,Medium,2026-01-01
811260,111260,647,Poor,Medium,2026-01-01
811261,111261,799,Excellent,Low,2026-01-01
811262,111262,644,Poor,Medium,2026-01-01
811263,111263,708,Good,Low,2026-01-01
811264,111264,552,Poor,High,2026-01-01
811265,111265,690,Fair,Medium,2026-01-01
811266,111266,618,Poor,Medium,2026-01-01
811267,111267,675,Fair,Medium,2026-01-01
811268,111268,711,Good,Low,2026-01-01
811269,111269,553,Poor,High,2026-01-01
811270,111270,631,Poor,Medium,2026-01-01
811271,111271,641,Poor,Medium,2026-01-01
811272,111272,636,Poor,Medium,2026-01-01
811273,111273,653,Fair,Medium,2026-01-01
811274,111274,558,Poor,High,2026-01-01
811275,111275,743,Good,Low,2026-01-01
811276,111276,773,Excellent,Low,2026-01-01
811277,111277,607,Poor,Medium,2026-01-01
811278,111278,716,Good,Low,2026-01-01
811279,111279,597,Poor,High,2026-01-01
811280,111280,675,Fair,Medium,2026-01-01
811281,111281,691,Fair,Medium,2026-01-01
811282,111282,761,Excellent,Low,2026-01-01
811283,111283,679,Fair,Medium,2026-01-01
811284,111284,674,Fair,Medium,2026-01-01
811285,111285,655,Fair,Medium,2026-01-01
811286,111286,695,Fair,Medium,2026-01-01
811287,111287,711,Good,Low,2026-01-01
811288,111288,648,Poor,Medium,2026-01-01
811289,111289,683,Fair,Medium,2026-01-01
811290,111290,563,Poor,High,2026-01-01
811291,111291,675,Fair,Medium,2026-01-01
811292,111292,616,Poor,Medium,2026-01-01
811293,111293,816,Excellent,Low,2026-01-01
811294,111294,572,Poor,High,2026-01-01
811295,111295,574,Poor,High,2026-01-01
811296,111296,562,Poor,High,2026-01-01
811297,111297,729,Good,Low,2026-01-01
811298,111298,707,Good,Low,2026-01-01
811299,111299,751,Excellent,Low,2026-01-01
811300,111300,635,Poor,Medium,2026-01-01
811301,111301,743,Good,Low,2026-01-01
811302,111302,746,Good,Low,2026-01-01
811303,111303,678,Fair,Medium,2026-01-01
811304,111304,726,Good,Low,2026-01-01
811305,111305,715,Good,Low,2026-01-01
811306,111306,639,Poor,Medium,2026-01-01
811307,111307,611,Poor,Medium,2026-01-01
811308,111308,562,Poor,High,2026-01-01
811309,111309,650,Fair,Medium,2026-01-01
811310,111310,614,Poor,Medium,2026-01-01
811311,111311,792,Excellent,Low,2026-01-01
811312,111312,699,Fair,Medium,2026-01-01
811313,111313,693,Fair,Medium,2026-01-01
811314,111314,685,Fair,Medium,2026-01-01
811315,111315,692,Fair,Medium,2026-01-01
811316,111316,753,Excellent,Low,2026-01-01
811317,111317,594,Poor,High,2026-01-01
811318,111318,749,Good,Low,2026-01-01
811319,111319,762,Excellent,Low,2026-01-01
811320,111320,754,Excellent,Low,2026-01-01
811321,111321,587,Poor,High,2026-01-01
811322,111322,669,Fair,Medium,2026-01-01
811323,111323,727,Good,Low,2026-01-01
811324,111324,743,Good,Low,2026-01-01
811325,111325,708,Good,Low,2026-01-01
811326,111326,787,Excellent,Low,2026-01-01
811327,111327,554,Poor,High,2026-01-01
811328,111328,560,Poor,High,2026-01-01
811329,111329,662,Fair,Medium,2026-01-01
811330,111330,635,Poor,Medium,2026-01-01
811331,111331,746,Good,Low,2026-01-01
811332,111332,757,Excellent,Low,2026-01-01
811333,111333,712,Good,Low,2026-01-01
811334,111334,731,Good,Low,2026-01-01
811335,111335,626,Poor,Medium,2026-01-01
811336,111336,742,Good,Low,2026-01-01
811337,111337,666,Fair,Medium,2026-01-01
811338,111338,755,Excellent,Low,2026-01-01
811339,111339,734,Good,Low,2026-01-01
811340,111340,605,Poor,Medium,2026-01-01
811341,111341,612,Poor,Medium,2026-01-01
811342,111342,645,Poor,Medium,2026-01-01
811343,111343,590,Poor,High,2026-01-01
811344,111344,593,Poor,High,2026-01-01
811345,111345,790,Excellent,Low,2026-01-01
811346,111346,759,Excellent,Low,2026-01-01
811347,111347,598,Poor,High,2026-01-01
811348,111348,675,Fair,Medium,2026-01-01
811349,111349,711,Good,Low,2026-01-01
811350,111350,775,Excellent,Low,2026-01-01
811351,111351,734,Good,Low,2026-01-01
811352,111352,649,Poor,Medium,2026-01-01
811353,111353,633,Poor,Medium,2026-01-01
811354,111354,700,Good,Low,2026-01-01
811355,111355,658,Fair,Medium,2026-01-01
811356,111356,743,Good,Low,2026-01-01
811357,111357,537,Poor,High,2026-01-01
811358,111358,746,Good,Low,2026-01-01
811359,111359,642,Poor,Medium,2026-01-01
811360,111360,786,Excellent,Low,2026-01-01
811361,111361,755,Excellent,Low,2026-01-01
811362,111362,738,Good,Low,2026-01-01
811363,111363,635,Poor,Medium,2026-01-01
811364,111364,625,Poor,Medium,2026-01-01
811365,111365,623,Poor,Medium,2026-01-01
811366,111366,679,Fair,Medium,2026-01-01
811367,111367,671,Fair,Medium,2026-01-01
811368,111368,715,Good,Low,2026-01-01
811369,111369,770,Excellent,Low,2026-01-01
811370,111370,799,Excellent,Low,2026-01-01
811371,111371,743,Good,Low,2026-01-01
811372,111372,603,Poor,Medium,2026-01-01
811373,111373,761,Excellent,Low,2026-01-01
811374,111374,560,Poor,High,2026-01-01
811375,111375,596,Poor,High,2026-01-01
811376,111376,768,Excellent,Low,2026-01-01
811377,111377,743,Good,Low,2026-01-01
811378,111378,733,Good,Low,2026-01-01
811379,111379,634,Poor,Medium,2026-01-01
811380,111380,612,Poor,Medium,2026-01-01
811381,111381,682,Fair,Medium,2026-01-01
811382,111382,741,Good,Low,2026-01-01
811383,111383,758,Excellent,Low,2026-01-01
811384,111384,800,Excellent,Low,2026-01-01
811385,111385,757,Excellent,Low,2026-01-01
811386,111386,630,Poor,Medium,2026-01-01
811387,111387,610,Poor,Medium,2026-01-01
811388,111388,590,Poor,High,2026-01-01
811389,111389,702,Good,Low,2026-01-01
811390,111390,621,Poor,Medium,2026-01-01
811391,111391,570,Poor,High,2026-01-01
811392,111392,613,Poor,Medium,2026-01-01
811393,111393,591,Poor,High,2026-01-01
811394,111394,665,Fair,Medium,2026-01-01
811395,111395,614,Poor,Medium,2026-01-01
811396,111396,619,Poor,Medium,2026-01-01
811397,111397,691,Fair,Medium,2026-01-01
811398,111398,646,Poor,Medium,2026-01-01
811399,111399,762,Excellent,Low,2026-01-01
811400,111400,564,Poor,High,2026-01-01
811401,111401,696,Fair,Medium,2026-01-01
811402,111402,678,Fair,Medium,2026-01-01
811403,111403,633,Poor,Medium,2026-01-01
811404,111404,666,Fair,Medium,2026-01-01
811405,111405,702,Good,Low,2026-01-01
811406,111406,733,Good,Low,2026-01-01
811407,111407,759,Excellent,Low,2026-01-01
811408,111408,769,Excellent,Low,2026-01-01
811409,111409,585,Poor,High,2026-01-01
811410,111410,685,Fair,Medium,2026-01-01
811411,111411,579,Poor,High,2026-01-01
811412,111412,570,Poor,High,2026-01-01
811413,111413,684,Fair,Medium,2026-01-01
811414,111414,788,Excellent,Low,2026-01-01
811415,111415,607,Poor,Medium,2026-01-01
811416,111416,677,Fair,Medium,2026-01-01
811417,111417,560,Poor,High,2026-01-01
811418,111418,616,Poor,Medium,2026-01-01
811419,111419,596,Poor,High,2026-01-01
811420,111420,780,Excellent,Low,2026-01-01
811421,111421,695,Fair,Medium,2026-01-01
811422,111422,633,Poor,Medium,2026-01-01
811423,111423,605,Poor,Medium,2026-01-01
811424,111424,728,Good,Low,2026-01-01
811425,111425,598,Poor,High,2026-01-01
811426,111426,655,Fair,Medium,2026-01-01
811427,111427,786,Excellent,Low,2026-01-01
811428,111428,714,Good,Low,2026-01-01
811429,111429,620,Poor,Medium,2026-01-01
811430,111430,746,Good,Low,2026-01-01
811431,111431,663,Fair,Medium,2026-01-01
811432,111432,707,Good,Low,2026-01-01
811433,111433,731,Good,Low,2026-01-01
811434,111434,673,Fair,Medium,2026-01-01
811435,111435,706,Good,Low,2026-01-01
811436,111436,674,Fair,Medium,2026-01-01
811437,111437,569,Poor,High,2026-01-01
811438,111438,708,Good,Low,2026-01-01
811439,111439,582,Poor,High,2026-01-01
811440,111440,616,Poor,Medium,2026-01-01
811441,111441,748,Good,Low,2026-01-01
811442,111442,688,Fair,Medium,2026-01-01
811443,111443,658,Fair,Medium,2026-01-01
811444,111444,639,Poor,Medium,2026-01-01
811445,111445,670,Fair,Medium,2026-01-01
811446,111446,737,Good,Low,2026-01-01
811447,111447,661,Fair,Medium,2026-01-01
811448,111448,716,Good,Low,2026-01-01
811449,111449,606,Poor,Medium,2026-01-01
811450,111450,741,Good,Low,2026-01-01
811451,111451,615,Poor,Medium,2026-01-01
811452,111452,594,Poor,High,2026-01-01
811453,111453,646,Poor,Medium,2026-01-01
811454,111454,610,Poor,Medium,2026-01-01
811455,111455,659,Fair,Medium,2026-01-01
811456,111456,708,Good,Low,2026-01-01
811457,111457,747,Good,Low,2026-01-01
811458,111458,626,Poor,Medium,2026-01-01
811459,111459,614,Poor,Medium,2026-01-01
811460,111460,785,Excellent,Low,2026-01-01
811461,111461,710,Good,Low,2026-01-01
811462,111462,792,Excellent,Low,2026-01-01
811463,111463,735,Good,Low,2026-01-01
811464,111464,771,Excellent,Low,2026-01-01
811465,111465,753,Excellent,Low,2026-01-01
811466,111466,781,Excellent,Low,2026-01-01
811467,111467,674,Fair,Medium,2026-01-01
811468,111468,694,Fair,Medium,2026-01-01
811469,111469,656,Fair,Medium,2026-01-01
811470,111470,747,Good,Low,2026-01-01
811471,111471,715,Good,Low,2026-01-01
811472,111472,688,Fair,Medium,2026-01-01
811473,111473,742,Good,Low,2026-01-01
811474,111474,650,Fair,Medium,2026-01-01
811475,111475,611,Poor,Medium,2026-01-01
811476,111476,688,Fair,Medium,2026-01-01
811477,111477,637,Poor,Medium,2026-01-01
811478,111478,717,Good,Low,2026-01-01
811479,111479,525,Poor,High,2026-01-01
811480,111480,525,Poor,High,2026-01-01
811481,111481,687,Fair,Medium,2026-01-01
811482,111482,712,Good,Low,2026-01-01
811483,111483,620,Poor,Medium,2026-01-01
811484,111484,807,Excellent,Low,2026-01-01
811485,111485,743,Good,Low,2026-01-01
811486,111486,573,Poor,High,2026-01-01
811487,111487,639,Poor,Medium,2026-01-01
811488,111488,698,Fair,Medium,2026-01-01
811489,111489,634,Poor,Medium,2026-01-01
811490,111490,779,Excellent,Low,2026-01-01
811491,111491,804,Excellent,Low,2026-01-01
811492,111492,803,Excellent,Low,2026-01-01
811493,111493,669,Fair,Medium,2026-01-01
811494,111494,551,Poor,High,2026-01-01
811495,111495,795,Excellent,Low,2026-01-01
811496,111496,648,Poor,Medium,2026-01-01
811497,111497,719,Good,Low,2026-01-01
811498,111498,602,Poor,Medium,2026-01-01
811499,111499,690,Fair,Medium,2026-01-01
811500,111500,553,Poor,High,2026-01-01
811501,111501,619,Poor,Medium,2026-01-01
811502,111502,642,Poor,Medium,2026-01-01
811503,111503,776,Excellent,Low,2026-01-01
811504,111504,755,Excellent,Low,2026-01-01
811505,111505,732,Good,Low,2026-01-01
811506,111506,669,Fair,Medium,2026-01-01
811507,111507,650,Fair,Medium,2026-01-01
811508,111508,612,Poor,Medium,2026-01-01
811509,111509,660,Fair,Medium,2026-01-01
811510,111510,751,Excellent,Low,2026-01-01
811511,111511,671,Fair,Medium,2026-01-01
811512,111512,626,Poor,Medium,2026-01-01
811513,111513,686,Fair,Medium,2026-01-01
811514,111514,650,Fair,Medium,2026-01-01
811515,111515,704,Good,Low,2026-01-01
811516,111516,623,Poor,Medium,2026-01-01
811517,111517,627,Poor,Medium,2026-01-01
811518,111518,621,Poor,Medium,2026-01-01
811519,111519,650,Fair,Medium,2026-01-01
811520,111520,782,Excellent,Low,2026-01-01
811521,111521,569,Poor,High,2026-01-01
811522,111522,577,Poor,High,2026-01-01
811523,111523,630,Poor,Medium,2026-01-01
811524,111524,558,Poor,High,2026-01-01
811525,111525,709,Good,Low,2026-01-01
811526,111526,738,Good,Low,2026-01-01
811527,111527,738,Good,Low,2026-01-01
811528,111528,688,Fair,Medium,2026-01-01
811529,111529,731,Good,Low,2026-01-01
811530,111530,600,Poor,Medium,2026-01-01
811531,111531,649,Poor,Medium,2026-01-01
811532,111532,536,Poor,High,2026-01-01
811533,111533,673,Fair,Medium,2026-01-01
811534,111534,648,Poor,Medium,2026-01-01
811535,111535,755,Excellent,Low,2026-01-01
811536,111536,796,Excellent,Low,2026-01-01
811537,111537,639,Poor,Medium,2026-01-01
811538,111538,692,Fair,Medium,2026-01-01
811539,111539,655,Fair,Medium,2026-01-01
811540,111540,614,Poor,Medium,2026-01-01
811541,111541,714,Good,Low,2026-01-01
811542,111542,628,Poor,Medium,2026-01-01
811543,111543,693,Fair,Medium,2026-01-01
811544,111544,714,Good,Low,2026-01-01
811545,111545,628,Poor,Medium,2026-01-01
811546,111546,782,Excellent,Low,2026-01-01
811547,111547,696,Fair,Medium,2026-01-01
811548,111548,597,Poor,High,2026-01-01
