Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Years,Loan_Status,Default_Flag,Loan_Start_Date
702609,126406,Personal Loan,13183,8.04,1,Paid Off,0,2023-10-03
702610,128058,Auto Loan,37220,6.53,3,Active,0,2022-02-18
702611,122295,Mortgage,336083,11.56,30,Paid Off,0,2023-09-07
702612,122051,Business Loan,230570,5.44,5,Active,0,2023-07-28
702613,144451,Auto Loan,42821,6.24,3,Paid Off,0,2023-02-21
702614,112512,Mortgage,539311,4.54,30,Active,0,2023-11-06
702615,148575,Business Loan,142662,3.61,10,Active,0,2025-07-08
702616,118775,Mortgage,576229,6.06,30,Paid Off,0,2025-08-11
702617,115714,Personal Loan,13884,8.46,3,Paid Off,0,2025-01-08
702618,107976,Mortgage,322973,4.86,30,Active,0,2021-07-30
702619,133175,Personal Loan,11333,4.72,5,Active,0,2024-04-20
702620,147634,Business Loan,189295,5.86,5,Defaulted,1,2024-09-30
702621,108344,Business Loan,233099,4.05,10,Paid Off,0,2023-04-19
702622,130589,Personal Loan,13954,4.76,1,Active,0,2025-11-28
702623,111897,Personal Loan,22538,11.93,1,Paid Off,0,2023-10-06
702624,125495,Business Loan,96354,4.66,10,Paid Off,0,2023-03-10
702625,122321,Business Loan,67031,3.88,10,Active,0,2025-04-05
702626,117679,Personal Loan,19260,11.01,3,Active,0,2021-09-28
702627,112469,Personal Loan,6495,9.86,1,Active,0,2023-01-30
702628,104657,Mortgage,218921,6.38,30,Active,0,2024-03-31
702629,148393,Personal Loan,7561,11.33,5,Active,0,2022-03-28
702630,101687,Mortgage,543143,4.43,30,Active,0,2021-11-30
702631,122181,Mortgage,169718,4.01,30,Paid Off,0,2021-10-29
702632,112791,Business Loan,29162,11.97,10,Paid Off,0,2025-08-22
702633,108040,Mortgage,537840,5.22,30,Active,0,2024-06-23
702634,131061,Auto Loan,20057,5.19,3,Active,0,2025-09-24
702635,135026,Mortgage,519591,6.57,30,Active,0,2025-04-15
702636,114829,Auto Loan,33805,5.99,6,Paid Off,0,2023-08-28
702637,138848,Business Loan,114082,5.0,10,Paid Off,0,2024-06-05
702638,120062,Auto Loan,37256,4.09,3,Paid Off,0,2025-01-04
702639,128277,Business Loan,155621,5.53,5,Defaulted,1,2023-10-06
702640,134547,Business Loan,248304,6.81,5,Paid Off,0,2024-10-05
702641,110904,Auto Loan,56912,7.49,3,Active,0,2023-02-05
702642,119220,Personal Loan,19188,9.52,3,Active,0,2021-07-21
702643,124429,Business Loan,229611,6.32,5,Active,0,2025-08-20
702644,147349,Auto Loan,54888,11.32,6,Paid Off,0,2024-12-14
702645,118111,Auto Loan,51296,6.42,5,Active,0,2026-06-13
702646,103541,Auto Loan,38520,6.09,3,Paid Off,0,2024-12-12
702647,125562,Personal Loan,23227,6.71,3,Paid Off,0,2024-04-15
702648,106759,Mortgage,392157,5.29,30,Paid Off,0,2023-01-16
702649,133829,Personal Loan,22259,6.37,1,Paid Off,0,2025-07-07
702650,121275,Personal Loan,8415,6.94,5,Defaulted,1,2023-09-18
702651,138232,Mortgage,165404,6.87,30,Active,0,2023-04-12
702652,114350,Auto Loan,50261,7.23,6,Paid Off,0,2025-11-22
702653,101226,Personal Loan,13931,7.22,3,Active,0,2022-06-17
702654,109159,Auto Loan,55799,6.6,3,Paid Off,0,2024-05-27
702655,125665,Auto Loan,28776,8.59,5,Active,0,2023-11-21
702656,120544,Business Loan,191237,4.75,5,Paid Off,0,2024-08-07
702657,104119,Mortgage,234714,5.65,30,Active,0,2022-12-08
702658,100277,Mortgage,433275,6.61,30,Paid Off,0,2026-06-20
702659,119036,Personal Loan,21997,5.5,1,Active,0,2021-12-10
702660,120046,Auto Loan,32516,11.58,3,Active,0,2025-03-30
702661,138648,Personal Loan,24104,3.52,1,Paid Off,0,2025-05-04
702662,137312,Mortgage,345696,8.35,30,Active,0,2024-03-25
702663,100853,Mortgage,482407,5.68,30,Paid Off,0,2024-11-24
702664,143086,Auto Loan,44764,10.11,6,Paid Off,0,2022-12-23
702665,146493,Auto Loan,22173,4.98,3,Active,0,2022-03-19
702666,119535,Business Loan,62818,4.25,5,Paid Off,0,2023-06-17
702667,116463,Mortgage,535665,4.55,30,Paid Off,0,2025-04-22
702668,136746,Personal Loan,19881,5.79,3,Active,0,2026-06-18
702669,129860,Personal Loan,23519,5.59,5,Active,0,2021-12-31
702670,100884,Business Loan,93128,5.29,5,Paid Off,0,2021-11-10
702671,147842,Mortgage,535279,5.89,30,Active,0,2021-12-08
702672,121461,Business Loan,168040,6.84,10,Paid Off,0,2026-05-06
702673,109403,Mortgage,253803,11.81,30,Paid Off,0,2024-06-30
702674,133415,Mortgage,306671,6.35,30,Active,0,2023-03-04
702675,140743,Personal Loan,19133,6.71,1,Active,0,2024-10-09
702676,123976,Personal Loan,10960,6.71,1,Active,0,2026-01-01
702677,128139,Mortgage,518739,4.51,30,Active,0,2023-06-22
702678,146078,Business Loan,175350,5.17,5,Active,0,2024-11-21
702679,120717,Business Loan,147669,5.15,10,Paid Off,0,2022-08-01
702680,127647,Auto Loan,45273,11.96,3,Paid Off,0,2025-12-01
702681,129970,Auto Loan,14294,11.82,3,Active,0,2022-06-20
702682,124242,Business Loan,54712,9.07,10,Paid Off,0,2026-03-19
702683,103035,Mortgage,572809,6.04,30,Paid Off,0,2024-07-04
702684,106976,Personal Loan,3888,10.47,1,Paid Off,0,2024-03-14
702685,131765,Mortgage,570330,4.29,30,Paid Off,0,2023-01-10
702686,123701,Business Loan,35440,4.36,5,Active,0,2022-11-04
702687,122077,Mortgage,305425,6.08,30,Paid Off,0,2023-10-21
702688,119235,Personal Loan,9729,6.39,1,Paid Off,0,2025-03-10
702689,119892,Personal Loan,10010,11.79,3,Active,0,2022-01-08
702690,136414,Business Loan,65995,11.43,5,Paid Off,0,2025-06-10
702691,143915,Auto Loan,20341,6.37,3,Paid Off,0,2024-05-16
702692,114697,Auto Loan,48307,5.8,5,Active,0,2026-06-10
702693,128275,Mortgage,169433,7.92,30,Paid Off,0,2026-07-10
702694,149861,Personal Loan,24848,5.27,5,Paid Off,0,2025-12-18
702695,149924,Auto Loan,32659,5.96,6,Active,0,2025-09-21
702696,149959,Auto Loan,10059,5.11,3,Paid Off,0,2025-04-13
702697,110092,Mortgage,311692,4.13,30,Paid Off,0,2025-12-10
702698,147576,Personal Loan,18857,5.06,5,Paid Off,0,2022-07-23
702699,134858,Mortgage,254798,6.61,30,Active,0,2025-11-21
702700,112805,Auto Loan,38311,4.59,5,Paid Off,0,2025-10-29
702701,112422,Personal Loan,13965,7.55,1,Defaulted,1,2022-10-01
702702,128728,Personal Loan,10342,6.55,3,Active,0,2022-12-10
702703,141923,Business Loan,118743,11.85,5,Paid Off,0,2025-07-21
702704,128236,Auto Loan,59959,5.53,6,Paid Off,0,2021-10-27
702705,123310,Mortgage,598339,5.8,30,Active,0,2023-04-11
702706,127811,Business Loan,77290,5.78,10,Active,0,2023-08-19
702707,114711,Personal Loan,18501,10.57,5,Paid Off,0,2025-11-28
702708,118794,Auto Loan,38520,9.93,5,Active,0,2021-08-06
702709,106888,Business Loan,204256,6.57,5,Active,0,2023-02-10
702710,100771,Personal Loan,22691,6.6,5,Paid Off,0,2023-01-10
702711,102767,Mortgage,312380,6.68,30,Active,0,2021-10-03
702712,133762,Auto Loan,10233,5.62,5,Active,0,2022-02-28
702713,143246,Auto Loan,52321,10.06,5,Paid Off,0,2021-11-11
702714,132832,Mortgage,378842,3.99,30,Active,0,2025-06-30
702715,113062,Business Loan,175489,3.73,5,Active,0,2024-08-16
702716,144156,Mortgage,554404,4.3,30,Paid Off,0,2026-05-19
702717,134736,Personal Loan,7148,7.73,3,Active,0,2025-08-09
702718,124513,Auto Loan,35907,5.38,3,Paid Off,0,2023-01-30
702719,146125,Business Loan,247899,8.46,5,Active,0,2025-04-20
702720,138234,Personal Loan,8697,5.12,5,Paid Off,0,2022-02-25
702721,125209,Personal Loan,16291,4.13,3,Defaulted,1,2021-07-17
702722,126934,Auto Loan,39953,6.3,6,Active,0,2022-08-02
702723,121362,Business Loan,29759,5.18,10,Paid Off,0,2022-05-15
702724,132640,Mortgage,371856,5.1,30,Paid Off,0,2026-03-26
702725,146345,Personal Loan,10280,6.27,1,Paid Off,0,2025-10-07
702726,122572,Auto Loan,49046,5.78,6,Paid Off,0,2025-05-16
702727,131854,Mortgage,541453,4.63,30,Active,0,2024-03-20
702728,105223,Personal Loan,7446,6.98,3,Active,0,2026-04-02
702729,113179,Mortgage,344852,8.58,30,Paid Off,0,2022-07-06
702730,117123,Mortgage,594192,4.42,30,Paid Off,0,2026-02-01
702731,120089,Auto Loan,24758,8.41,5,Active,0,2023-02-26
702732,105966,Business Loan,61990,5.33,5,Paid Off,0,2024-02-19
702733,136447,Auto Loan,53244,4.83,5,Active,0,2024-11-06
702734,100646,Business Loan,63928,8.05,5,Paid Off,0,2022-07-20
702735,103780,Personal Loan,4642,5.25,5,Paid Off,0,2023-02-10
702736,120231,Personal Loan,17292,5.61,1,Active,0,2023-03-07
702737,119263,Personal Loan,13565,6.93,3,Active,0,2021-11-19
702738,124761,Personal Loan,7820,5.66,5,Paid Off,0,2025-11-23
702739,117160,Business Loan,126239,11.66,10,Defaulted,1,2023-06-26
702740,130809,Mortgage,442515,9.44,30,Active,0,2024-10-23
702741,119735,Business Loan,114614,7.91,10,Paid Off,0,2025-02-03
702742,147428,Personal Loan,8642,4.38,3,Active,0,2024-02-25
702743,138059,Personal Loan,19441,6.02,5,Paid Off,0,2023-03-18
702744,100429,Auto Loan,49443,6.36,5,Active,0,2025-11-09
702745,109911,Personal Loan,3632,6.77,3,Active,0,2022-12-10
702746,104016,Business Loan,62154,4.62,10,Active,0,2025-01-29
702747,102975,Business Loan,147320,8.06,10,Paid Off,0,2021-08-17
702748,122227,Mortgage,282975,6.26,30,Paid Off,0,2024-08-22
702749,146022,Personal Loan,11262,6.98,3,Active,0,2026-07-12
702750,131427,Mortgage,181039,11.63,30,Paid Off,0,2023-11-22
702751,138533,Auto Loan,34254,6.76,6,Paid Off,0,2021-12-21
702752,132233,Personal Loan,21300,11.85,5,Paid Off,0,2025-03-01
702753,137010,Auto Loan,16544,6.63,5,Paid Off,0,2023-08-29
702754,118750,Business Loan,150594,4.15,5,Active,0,2024-04-09
702755,146248,Auto Loan,52987,5.78,5,Paid Off,0,2022-04-19
702756,108409,Business Loan,121453,6.78,5,Paid Off,0,2024-10-26
702757,110406,Business Loan,37730,10.25,5,Paid Off,0,2023-03-09
702758,123955,Business Loan,90612,5.92,5,Paid Off,0,2023-04-08
702759,123041,Mortgage,423931,3.81,30,Paid Off,0,2021-12-26
702760,119833,Business Loan,56549,4.04,5,Active,0,2025-10-16
702761,148427,Personal Loan,15604,9.5,3,Active,0,2025-06-06
702762,107268,Personal Loan,23910,9.32,1,Paid Off,0,2025-10-20
702763,144593,Mortgage,484696,3.99,30,Paid Off,0,2023-03-23
702764,101138,Business Loan,124374,5.55,5,Paid Off,0,2021-10-20
702765,104985,Auto Loan,33176,8.09,3,Active,0,2025-10-01
702766,102885,Business Loan,114428,8.38,5,Paid Off,0,2022-05-08
702767,148413,Mortgage,511615,5.44,30,Paid Off,0,2023-06-29
702768,114977,Auto Loan,33336,3.67,3,Active,0,2022-07-27
702769,138403,Personal Loan,16708,8.65,3,Active,0,2025-11-02
702770,123791,Mortgage,461685,5.0,30,Paid Off,0,2023-03-15
702771,110993,Auto Loan,35194,10.82,3,Paid Off,0,2026-06-06
702772,144421,Business Loan,248831,5.73,5,Active,0,2022-06-13
702773,126581,Auto Loan,57098,4.06,3,Paid Off,0,2026-04-22
702774,103120,Business Loan,135683,6.16,5,Active,0,2023-07-17
702775,139202,Auto Loan,22106,5.5,3,Defaulted,1,2026-02-11
702776,137447,Mortgage,534247,7.71,30,Active,0,2023-08-09
702777,104057,Personal Loan,15626,6.39,1,Active,0,2022-11-19
702778,131985,Mortgage,403813,5.95,30,Active,0,2026-03-31
702779,149291,Business Loan,80129,5.61,5,Active,0,2024-05-26
702780,118869,Auto Loan,35748,8.19,5,Active,0,2025-02-05
702781,127739,Auto Loan,17555,4.43,3,Paid Off,0,2025-07-06
702782,107070,Business Loan,28913,9.69,10,Paid Off,0,2025-02-12
702783,133874,Mortgage,231068,4.79,30,Paid Off,0,2023-06-16
702784,129558,Auto Loan,33067,6.84,3,Paid Off,0,2024-05-31
702785,117583,Auto Loan,34401,7.21,3,Active,0,2023-09-28
702786,143156,Mortgage,386489,4.36,30,Paid Off,0,2023-05-04
702787,118583,Business Loan,224367,5.46,5,Active,0,2021-10-28
702788,113458,Business Loan,47561,7.3,5,Active,0,2021-07-26
702789,117724,Business Loan,183521,7.86,5,Paid Off,0,2024-09-20
702790,104569,Mortgage,437070,9.72,30,Defaulted,1,2025-03-09
702791,131513,Personal Loan,21340,5.61,3,Active,0,2021-11-11
702792,121496,Business Loan,236006,8.71,10,Paid Off,0,2025-12-03
702793,118175,Auto Loan,30948,5.85,5,Paid Off,0,2023-07-02
702794,106329,Mortgage,392206,5.98,30,Paid Off,0,2025-08-13
702795,114874,Mortgage,389714,6.66,30,Active,0,2025-01-09
702796,140462,Personal Loan,19200,3.88,5,Paid Off,0,2026-05-01
702797,147441,Auto Loan,47202,6.02,5,Paid Off,0,2024-12-16
702798,139230,Personal Loan,9321,8.05,1,Active,0,2026-03-09
702799,130146,Business Loan,136909,6.54,5,Active,0,2026-07-01
702800,149346,Business Loan,28567,9.4,5,Paid Off,0,2022-04-04
702801,100198,Business Loan,136844,3.98,5,Active,0,2023-11-09
702802,101448,Mortgage,353230,7.23,30,Active,0,2024-01-17
702803,117757,Business Loan,54331,6.89,5,Defaulted,1,2025-04-07
702804,144011,Personal Loan,22021,9.03,1,Active,0,2022-05-26
702805,110268,Business Loan,179122,6.1,10,Paid Off,0,2023-03-26
702806,132008,Auto Loan,54941,4.61,5,Paid Off,0,2023-03-03
702807,120833,Auto Loan,10285,6.19,5,Paid Off,0,2021-11-27
702808,134626,Business Loan,77134,4.51,5,Active,0,2023-08-11
702809,108659,Auto Loan,36104,5.8,5,Paid Off,0,2022-10-27
702810,110045,Personal Loan,18329,3.88,1,Paid Off,0,2021-11-14
702811,116379,Business Loan,112479,4.56,5,Active,0,2023-07-31
702812,117244,Mortgage,267067,9.46,30,Paid Off,0,2023-07-20
702813,131570,Personal Loan,21607,4.67,1,Paid Off,0,2024-09-22
702814,119723,Mortgage,421186,6.58,30,Paid Off,0,2026-03-27
702815,140336,Business Loan,80643,4.57,5,Paid Off,0,2024-09-14
702816,112618,Personal Loan,1862,4.11,5,Active,0,2023-08-03
702817,105746,Auto Loan,22950,7.39,6,Paid Off,0,2022-04-15
702818,144070,Personal Loan,6362,11.07,3,Defaulted,1,2025-03-06
702819,143134,Auto Loan,59859,6.74,3,Paid Off,0,2021-09-28
702820,123575,Personal Loan,16844,6.56,1,Paid Off,0,2022-08-11
702821,147223,Personal Loan,15063,5.95,1,Paid Off,0,2022-08-09
702822,125326,Personal Loan,15097,8.33,3,Paid Off,0,2023-12-26
702823,144216,Mortgage,538424,6.23,30,Paid Off,0,2025-07-24
702824,119819,Personal Loan,16791,5.41,1,Active,0,2026-01-31
702825,147713,Auto Loan,54588,9.67,5,Defaulted,1,2026-04-17
702826,145673,Business Loan,96249,5.39,5,Active,0,2021-09-19
702827,141827,Business Loan,36991,10.95,10,Paid Off,0,2024-09-29
702828,103840,Mortgage,495441,4.12,30,Active,0,2022-08-14
702829,134965,Business Loan,185591,6.8,5,Paid Off,0,2022-12-27
702830,105645,Business Loan,244725,6.48,10,Paid Off,0,2024-11-19
702831,133931,Personal Loan,20118,8.18,5,Active,0,2023-06-04
702832,125315,Business Loan,207246,11.82,5,Paid Off,0,2022-03-25
702833,123046,Personal Loan,2205,6.17,5,Defaulted,1,2021-10-31
702834,109672,Business Loan,90837,5.43,5,Active,0,2024-07-11
702835,145833,Auto Loan,42605,5.36,3,Active,0,2022-03-28
702836,109242,Auto Loan,30863,5.57,5,Active,0,2023-02-15
702837,135274,Business Loan,136053,10.19,10,Active,0,2023-08-13
702838,132446,Auto Loan,13571,5.19,6,Paid Off,0,2024-02-04
702839,100681,Business Loan,191268,10.99,5,Active,0,2025-02-26
702840,145179,Personal Loan,1635,5.21,5,Active,0,2026-02-08
702841,146939,Auto Loan,12582,11.93,5,Paid Off,0,2022-03-03
702842,141768,Personal Loan,18094,5.51,1,Active,0,2023-12-07
702843,108812,Auto Loan,31078,10.94,3,Paid Off,0,2023-06-06
702844,140264,Mortgage,241164,4.25,30,Paid Off,0,2022-04-08
702845,125266,Personal Loan,11817,5.66,5,Paid Off,0,2022-11-24
702846,149379,Mortgage,325804,4.78,30,Active,0,2021-07-26
702847,128591,Personal Loan,1131,4.13,5,Paid Off,0,2024-05-18
702848,112758,Business Loan,158490,9.57,10,Paid Off,0,2022-06-16
702849,108474,Auto Loan,36783,6.53,6,Paid Off,0,2022-02-26
702850,124802,Mortgage,246756,6.2,30,Paid Off,0,2021-12-03
702851,113505,Mortgage,535849,6.43,30,Paid Off,0,2026-06-04
702852,118215,Personal Loan,3962,6.34,3,Paid Off,0,2025-10-29
702853,144984,Personal Loan,23989,9.31,3,Paid Off,0,2021-08-19
702854,106224,Mortgage,264166,9.59,30,Active,0,2024-10-20
702855,133322,Business Loan,160624,5.17,10,Active,0,2024-01-08
702856,132156,Mortgage,546523,4.39,30,Paid Off,0,2021-09-26
702857,145143,Business Loan,130377,6.59,10,Paid Off,0,2021-10-07
702858,110460,Mortgage,185072,5.05,30,Paid Off,0,2022-05-08
702859,134110,Mortgage,438212,6.78,30,Paid Off,0,2024-10-09
702860,136900,Mortgage,412655,4.04,30,Paid Off,0,2025-05-10
702861,136462,Business Loan,98289,3.57,10,Active,0,2024-01-23
702862,100585,Auto Loan,40833,8.49,5,Paid Off,0,2024-08-21
702863,126501,Auto Loan,22478,6.99,3,Paid Off,0,2024-09-14
702864,139109,Auto Loan,20418,3.68,3,Active,0,2025-11-20
702865,129316,Auto Loan,20492,5.48,6,Paid Off,0,2024-01-03
702866,123208,Mortgage,282389,4.84,30,Active,0,2024-11-12
702867,143785,Mortgage,340317,8.01,30,Paid Off,0,2026-04-04
702868,123584,Auto Loan,21991,5.28,6,Active,0,2026-02-14
702869,147910,Mortgage,458269,6.57,30,Active,0,2025-06-01
702870,140064,Mortgage,531805,3.88,30,Paid Off,0,2026-03-05
702871,107650,Business Loan,124038,8.28,10,Active,0,2022-09-11
702872,107584,Business Loan,132174,6.29,10,Paid Off,0,2022-11-23
702873,140551,Auto Loan,54758,5.87,3,Active,0,2025-07-06
702874,136927,Business Loan,133398,5.28,5,Paid Off,0,2024-08-02
702875,113373,Business Loan,236310,6.95,10,Defaulted,1,2025-11-11
702876,113484,Personal Loan,7102,5.44,3,Active,0,2026-06-11
702877,124492,Personal Loan,19857,5.61,3,Active,0,2024-09-28
702878,102463,Auto Loan,40642,5.46,6,Active,0,2023-06-16
702879,109829,Auto Loan,29263,6.96,5,Active,0,2024-06-23
702880,131684,Auto Loan,33278,3.94,3,Active,0,2025-01-30
702881,137428,Auto Loan,22617,6.54,5,Active,0,2022-04-24
702882,120339,Business Loan,122480,5.14,10,Paid Off,0,2021-12-04
702883,148859,Business Loan,79397,7.27,10,Active,0,2024-05-17
702884,144240,Business Loan,108616,5.35,5,Paid Off,0,2022-08-24
702885,147407,Mortgage,157240,5.27,30,Defaulted,1,2026-04-25
702886,127506,Personal Loan,10930,6.95,3,Active,0,2023-05-13
702887,117552,Auto Loan,33713,6.97,3,Active,0,2021-09-02
702888,123514,Mortgage,583357,9.74,30,Paid Off,0,2025-12-25
702889,126006,Mortgage,314804,3.9,30,Active,0,2025-05-13
702890,146859,Auto Loan,54499,5.95,5,Paid Off,0,2025-12-15
702891,129596,Personal Loan,4495,3.69,1,Active,0,2025-09-12
702892,118046,Auto Loan,45246,6.7,6,Active,0,2024-05-21
702893,144418,Business Loan,55242,6.99,10,Paid Off,0,2021-10-29
702894,131562,Auto Loan,58021,3.63,3,Active,0,2025-05-01
702895,134962,Mortgage,559375,4.57,30,Active,0,2025-12-15
702896,107055,Personal Loan,12282,6.05,3,Active,0,2025-07-12
702897,107646,Personal Loan,14916,5.94,3,Active,0,2022-04-21
702898,125770,Auto Loan,38615,3.71,3,Paid Off,0,2026-01-03
702899,143935,Mortgage,438360,5.5,30,Active,0,2023-12-14
702900,127719,Business Loan,108717,6.92,10,Active,0,2022-04-21
702901,128448,Mortgage,518177,5.66,30,Active,0,2025-01-21
702902,148430,Mortgage,494452,7.59,30,Active,0,2024-04-22
702903,124384,Mortgage,591907,6.56,30,Paid Off,0,2021-08-28
702904,138939,Personal Loan,3085,4.73,5,Paid Off,0,2024-04-11
702905,136465,Auto Loan,19811,5.29,5,Paid Off,0,2023-02-23
702906,110927,Business Loan,32538,11.16,5,Paid Off,0,2026-01-10
702907,142423,Business Loan,70300,4.07,10,Active,0,2021-09-21
702908,112894,Personal Loan,24412,3.88,3,Paid Off,0,2022-05-05
702909,141067,Auto Loan,58955,6.18,6,Paid Off,0,2023-06-04
702910,126106,Mortgage,457086,11.1,30,Paid Off,0,2023-10-04
702911,145574,Personal Loan,4608,6.57,5,Paid Off,0,2024-10-04
702912,103290,Mortgage,238804,4.68,30,Paid Off,0,2022-11-23
702913,134117,Mortgage,433603,5.34,30,Paid Off,0,2026-03-25
702914,111427,Mortgage,172490,6.74,30,Active,0,2022-03-26
702915,115054,Business Loan,29747,10.04,5,Paid Off,0,2024-03-20
702916,119474,Personal Loan,14339,5.29,1,Active,0,2023-05-01
702917,103494,Auto Loan,15435,5.43,6,Active,0,2022-11-16
702918,105264,Mortgage,396908,6.92,30,Paid Off,0,2023-04-09
702919,112377,Mortgage,301591,5.93,30,Active,0,2023-03-13
702920,120366,Business Loan,72503,8.74,10,Paid Off,0,2024-07-20
702921,145677,Auto Loan,47043,9.97,5,Active,0,2025-06-18
702922,140829,Business Loan,56731,5.37,5,Active,0,2025-06-10
702923,106916,Personal Loan,12726,6.89,5,Active,0,2023-04-23
702924,118027,Auto Loan,47082,4.85,6,Active,0,2026-02-02
702925,137745,Auto Loan,45933,5.94,6,Paid Off,0,2022-02-13
702926,121328,Mortgage,502584,9.41,30,Paid Off,0,2026-04-16
702927,120279,Business Loan,68453,6.08,10,Paid Off,0,2026-05-13
702928,141885,Mortgage,364272,5.62,30,Paid Off,0,2023-09-20
702929,116545,Personal Loan,1571,8.65,1,Active,0,2025-11-01
702930,114067,Auto Loan,32994,5.44,5,Paid Off,0,2025-03-20
702931,120630,Personal Loan,23842,5.9,3,Paid Off,0,2025-11-20
702932,121239,Auto Loan,31228,5.9,5,Active,0,2022-08-02
702933,127152,Business Loan,191748,5.24,5,Defaulted,1,2023-10-02
702934,126634,Personal Loan,19193,7.47,5,Active,0,2024-06-26
702935,110821,Business Loan,157055,4.24,5,Paid Off,0,2022-06-22
702936,119015,Auto Loan,51298,10.46,6,Active,0,2026-05-20
702937,114759,Mortgage,157654,7.98,30,Active,0,2025-06-02
702938,118119,Mortgage,447598,8.55,30,Paid Off,0,2021-08-07
702939,142881,Mortgage,299828,6.5,30,Active,0,2024-01-13
702940,136207,Mortgage,284936,5.3,30,Active,0,2023-06-06
702941,149474,Personal Loan,2385,6.77,3,Defaulted,1,2026-01-22
702942,101824,Auto Loan,50724,7.57,3,Active,0,2024-09-04
702943,146194,Personal Loan,6648,4.96,1,Paid Off,0,2026-07-03
702944,125434,Business Loan,124631,6.71,10,Paid Off,0,2026-02-12
702945,140078,Mortgage,514071,7.34,30,Paid Off,0,2025-10-26
702946,108909,Mortgage,323525,11.28,30,Active,0,2023-01-16
702947,120853,Business Loan,201768,4.57,10,Active,0,2023-03-25
702948,127450,Business Loan,29282,10.42,10,Paid Off,0,2023-06-27
702949,131937,Personal Loan,10098,5.59,1,Defaulted,1,2023-01-05
702950,106946,Auto Loan,49513,7.36,5,Active,0,2025-09-09
702951,109685,Business Loan,94303,5.62,5,Paid Off,0,2024-05-12
702952,134334,Business Loan,236419,10.97,5,Active,0,2025-11-29
702953,146758,Personal Loan,14198,4.78,3,Paid Off,0,2026-04-06
702954,128474,Mortgage,438359,4.19,30,Active,0,2022-02-18
702955,118668,Mortgage,183162,9.08,30,Paid Off,0,2025-12-23
702956,137156,Mortgage,348556,6.63,30,Paid Off,0,2025-11-08
702957,103564,Auto Loan,53428,4.34,3,Active,0,2025-11-23
702958,128540,Auto Loan,19470,5.88,5,Paid Off,0,2023-02-18
702959,118049,Mortgage,392055,6.0,30,Paid Off,0,2025-08-20
702960,128079,Personal Loan,23742,6.41,5,Active,0,2023-11-14
702961,128532,Business Loan,229273,3.8,5,Paid Off,0,2025-08-26
702962,121420,Business Loan,122098,6.66,10,Active,0,2021-08-15
702963,100322,Personal Loan,22493,11.0,5,Active,0,2021-11-02
702964,147970,Mortgage,274610,5.38,30,Active,0,2024-04-15
702965,119345,Personal Loan,9687,4.63,1,Active,0,2022-12-31
702966,114804,Auto Loan,58907,3.61,3,Active,0,2022-02-04
702967,145991,Mortgage,171595,5.56,30,Defaulted,1,2023-07-20
702968,145619,Mortgage,241587,6.11,30,Paid Off,0,2026-04-30
702969,149165,Auto Loan,24944,9.71,3,Paid Off,0,2022-03-10
702970,128279,Personal Loan,3490,10.91,3,Active,0,2023-07-07
702971,138831,Personal Loan,14394,4.25,5,Paid Off,0,2023-12-09
702972,129276,Business Loan,140687,9.29,5,Active,0,2022-05-18
702973,127488,Personal Loan,12888,7.69,5,Paid Off,0,2024-04-04
702974,143005,Auto Loan,25710,6.61,6,Active,0,2026-03-30
702975,110496,Mortgage,517001,6.15,30,Paid Off,0,2024-08-13
702976,142662,Personal Loan,8221,9.4,5,Active,0,2025-10-25
702977,105528,Mortgage,397507,4.36,30,Active,0,2024-03-05
702978,135387,Auto Loan,53142,5.05,3,Paid Off,0,2022-08-23
702979,131208,Personal Loan,12220,6.6,3,Paid Off,0,2026-02-08
702980,140987,Business Loan,165987,4.3,10,Paid Off,0,2024-01-15
702981,121332,Mortgage,449206,6.67,30,Active,0,2024-09-17
702982,103402,Mortgage,525195,5.92,30,Active,0,2023-04-13
702983,107780,Mortgage,341144,6.16,30,Active,0,2022-07-18
702984,127135,Mortgage,565058,7.34,30,Active,0,2026-02-19
702985,145929,Personal Loan,8118,6.14,1,Active,0,2024-07-19
702986,125715,Mortgage,294853,3.74,30,Active,0,2022-12-26
702987,122229,Mortgage,218017,6.58,30,Paid Off,0,2025-12-23
702988,100482,Business Loan,198088,8.47,5,Active,0,2022-07-03
702989,128661,Business Loan,140571,8.0,10,Active,0,2025-08-25
702990,114181,Auto Loan,41965,7.89,5,Active,0,2022-02-19
702991,139684,Personal Loan,1193,5.49,1,Active,0,2022-09-16
702992,108790,Personal Loan,12567,11.83,3,Paid Off,0,2022-04-30
702993,138978,Personal Loan,17956,6.65,5,Active,0,2025-02-02
702994,140401,Auto Loan,59240,11.9,5,Paid Off,0,2022-09-01
702995,102874,Auto Loan,20414,9.29,3,Active,0,2024-02-29
702996,145435,Auto Loan,26991,7.93,5,Paid Off,0,2022-09-01
702997,122603,Mortgage,159418,5.79,30,Paid Off,0,2026-03-30
702998,137027,Mortgage,382719,11.19,30,Paid Off,0,2022-09-19
702999,144393,Business Loan,174407,4.92,5,Paid Off,0,2025-04-27
703000,104215,Business Loan,133640,5.26,10,Paid Off,0,2024-03-08
703001,133067,Auto Loan,37337,5.37,3,Active,0,2022-01-10
703002,113591,Personal Loan,1764,5.52,1,Paid Off,0,2022-07-02
703003,144340,Business Loan,159343,7.57,10,Paid Off,0,2021-08-23
703004,138869,Personal Loan,1018,11.55,3,Paid Off,0,2025-11-25
