Account_ID,Customer_ID,Account_Type,Balance,Open_Date
513877,107330,Savings,237651,2022-08-04
513878,107331,Checking,5260,2020-01-28
513879,107331,Savings,96681,2025-07-29
513880,107332,Checking,10243,2022-07-08
513881,107332,Savings,24776,2021-06-25
513882,107332,Certificate of Deposit,71588,2021-03-15
513883,107333,Checking,8179,2023-10-14
513884,107333,Savings,23623,2023-07-29
513885,107334,Checking,12826,2021-04-16
513886,107334,Savings,76656,2023-04-05
513887,107335,Checking,13592,2023-07-13
513888,107335,Savings,214926,2025-10-01
513889,107336,Checking,6829,2022-11-10
513890,107337,Checking,13228,2020-04-23
513891,107338,Checking,12839,2026-06-09
513892,107338,Savings,88972,2023-03-26
513893,107339,Checking,11271,2020-07-31
513894,107339,Savings,147678,2021-05-24
513895,107340,Checking,7277,2024-04-18
513896,107340,Savings,202678,2026-02-19
513897,107341,Checking,3785,2018-09-30
513898,107341,Savings,103960,2018-09-07
513899,107342,Checking,6785,2017-08-10
513900,107342,Savings,33360,2018-01-07
513901,107343,Checking,9664,2025-11-06
513902,107343,Savings,235077,2025-06-14
513903,107343,Certificate of Deposit,319984,2026-07-06
513904,107344,Checking,5002,2025-11-09
513905,107344,Savings,20269,2026-07-03
513906,107344,Certificate of Deposit,118748,2025-12-19
513907,107345,Checking,3087,2025-11-05
513908,107345,Savings,117564,2026-02-16
513909,107346,Checking,7281,2023-07-02
513910,107346,Savings,163298,2023-04-17
513911,107347,Checking,13660,2024-11-30
513912,107348,Checking,12402,2022-11-01
513913,107348,Savings,97660,2022-08-13
513914,107349,Checking,4846,2024-09-14
513915,107349,Savings,106092,2024-08-13
513916,107349,Certificate of Deposit,225222,2022-04-28
513917,107350,Checking,14747,2025-05-01
513918,107351,Checking,786,2021-06-16
513919,107351,Savings,27314,2021-05-04
513920,107351,Certificate of Deposit,134770,2019-11-27
513921,107352,Checking,14571,2019-10-22
513922,107353,Checking,2237,2026-03-02
513923,107354,Checking,3317,2025-03-21
513924,107354,Savings,36236,2022-12-09
513925,107355,Checking,14826,2023-10-14
513926,107355,Savings,109758,2018-04-15
513927,107355,Certificate of Deposit,467139,2025-08-08
513928,107356,Checking,12412,2024-06-29
513929,107356,Savings,287444,2020-09-01
513930,107357,Checking,13600,2017-09-21
513931,107357,Savings,185812,2026-04-12
513932,107358,Checking,9509,2025-07-29
513933,107358,Savings,12417,2025-09-21
513934,107359,Checking,8463,2019-01-10
513935,107359,Savings,109748,2024-04-27
513936,107359,Certificate of Deposit,85812,2021-03-29
513937,107360,Checking,10770,2023-09-13
513938,107361,Checking,4986,2020-10-04
513939,107362,Checking,3992,2024-06-29
513940,107362,Savings,134944,2022-06-13
513941,107362,Certificate of Deposit,211735,2025-12-31
513942,107363,Checking,624,2025-12-26
513943,107363,Certificate of Deposit,520902,2022-07-14
513944,107364,Checking,3285,2026-01-28
513945,107364,Savings,59188,2026-02-10
513946,107365,Checking,9284,2020-11-07
513947,107365,Savings,19183,2025-04-06
513948,107366,Checking,942,2025-12-16
513949,107366,Savings,59880,2026-03-07
513950,107367,Checking,4318,2025-07-01
513951,107367,Savings,65650,2025-01-27
513952,107367,Certificate of Deposit,268069,2025-06-17
513953,107368,Checking,4019,2022-12-13
513954,107369,Checking,6658,2024-09-09
513955,107369,Savings,91688,2022-07-24
513956,107369,Certificate of Deposit,174119,2021-11-19
513957,107370,Checking,13873,2025-12-07
513958,107370,Savings,42506,2025-12-27
513959,107370,Certificate of Deposit,314539,2026-01-09
513960,107371,Checking,7173,2026-05-15
513961,107371,Savings,94883,2026-07-04
513962,107372,Checking,12757,2023-02-15
513963,107372,Savings,102675,2024-11-04
513964,107373,Checking,8518,2020-11-30
513965,107373,Certificate of Deposit,319140,2026-03-30
513966,107374,Checking,13795,2023-08-17
513967,107374,Savings,38377,2025-10-08
513968,107375,Checking,12754,2025-08-07
513969,107375,Savings,48506,2021-06-30
513970,107376,Checking,3990,2026-01-03
513971,107377,Checking,5506,2024-01-17
513972,107377,Savings,33747,2024-11-23
513973,107378,Checking,2420,2026-04-26
513974,107378,Savings,102564,2026-02-08
513975,107379,Checking,10918,2026-05-04
513976,107379,Savings,136926,2024-10-16
513977,107380,Checking,14352,2026-01-14
513978,107380,Savings,115375,2021-02-19
513979,107381,Checking,1977,2025-05-06
513980,107382,Checking,516,2024-11-20
513981,107382,Savings,34853,2022-11-16
513982,107383,Checking,2856,2026-03-13
513983,107384,Checking,8934,2023-04-07
513984,107384,Savings,28157,2023-02-21
513985,107385,Checking,964,2019-09-26
513986,107386,Checking,10034,2026-01-11
513987,107386,Savings,108110,2026-02-28
513988,107387,Checking,12997,2026-04-21
513989,107387,Savings,58045,2026-05-11
513990,107388,Checking,14688,2025-08-08
513991,107389,Checking,3533,2025-05-24
513992,107389,Savings,121511,2022-09-23
513993,107389,Certificate of Deposit,338758,2023-01-31
513994,107390,Checking,14799,2025-09-13
513995,107390,Savings,75750,2025-11-08
513996,107391,Checking,4663,2019-12-19
513997,107391,Savings,86288,2020-09-24
513998,107392,Checking,11210,2025-12-22
513999,107392,Savings,24122,2025-05-07
514000,107393,Checking,4973,2022-09-21
514001,107393,Savings,232703,2021-12-23
514002,107394,Checking,7231,2026-01-27
514003,107395,Checking,9564,2026-03-20
514004,107396,Checking,11003,2020-06-01
514005,107396,Savings,52304,2022-05-08
514006,107397,Checking,14045,2025-12-11
514007,107398,Checking,3023,2026-04-24
514008,107398,Savings,39632,2023-05-16
514009,107399,Checking,14100,2018-05-04
514010,107399,Savings,253244,2020-11-22
514011,107400,Checking,2434,2025-10-14
514012,107400,Savings,74987,2024-02-19
514013,107401,Checking,751,2026-03-22
514014,107401,Savings,59552,2026-03-20
514015,107402,Checking,6172,2022-11-02
514016,107402,Savings,135900,2026-02-08
514017,107403,Checking,13325,2024-06-04
514018,107403,Savings,65202,2023-06-17
514019,107403,Certificate of Deposit,289765,2024-04-22
514020,107404,Checking,11498,2025-08-14
514021,107404,Savings,150042,2025-08-29
514022,107404,Certificate of Deposit,228453,2024-11-24
514023,107405,Checking,4162,2021-08-15
514024,107405,Savings,134333,2018-10-10
514025,107406,Checking,3177,2023-04-14
514026,107406,Savings,61426,2025-01-24
514027,107407,Checking,10413,2026-06-09
514028,107407,Savings,109597,2026-05-29
514029,107407,Certificate of Deposit,109138,2025-12-09
514030,107408,Checking,11809,2022-07-17
514031,107408,Savings,60597,2024-08-27
514032,107408,Certificate of Deposit,214420,2022-01-29
514033,107409,Checking,6537,2024-02-27
514034,107409,Savings,227625,2025-08-18
514035,107410,Checking,4695,2025-04-03
514036,107410,Certificate of Deposit,81228,2024-06-09
514037,107411,Checking,14692,2020-12-29
514038,107412,Checking,7805,2026-06-17
514039,107412,Savings,164030,2025-08-24
514040,107412,Certificate of Deposit,322828,2025-08-01
514041,107413,Checking,13318,2025-10-05
514042,107413,Savings,25093,2025-12-18
514043,107413,Certificate of Deposit,76073,2025-07-09
514044,107414,Checking,1487,2020-07-07
514045,107414,Savings,26087,2022-04-24
514046,107415,Checking,6001,2024-06-18
514047,107415,Savings,53184,2024-04-02
514048,107416,Checking,13185,2024-10-02
514049,107416,Savings,119226,2025-01-04
514050,107417,Checking,11253,2021-09-22
514051,107417,Savings,83488,2025-10-11
514052,107417,Certificate of Deposit,70519,2024-02-01
514053,107418,Checking,6447,2025-06-18
514054,107418,Savings,259493,2025-07-01
514055,107418,Certificate of Deposit,377416,2025-12-05
514056,107419,Checking,11708,2023-04-27
514057,107419,Savings,254413,2025-12-28
514058,107420,Checking,12752,2021-02-20
514059,107421,Checking,7153,2025-09-13
514060,107421,Savings,237492,2022-05-15
514061,107422,Checking,8909,2025-12-09
514062,107422,Savings,157136,2025-08-12
514063,107423,Checking,14060,2023-11-18
514064,107423,Savings,170365,2024-10-12
514065,107424,Checking,1527,2025-09-08
514066,107424,Savings,96133,2025-11-06
514067,107425,Checking,3592,2021-07-21
514068,107425,Savings,113257,2025-02-26
514069,107426,Checking,13545,2024-07-20
514070,107426,Savings,175174,2023-11-15
514071,107426,Certificate of Deposit,321180,2024-05-12
514072,107427,Checking,4222,2023-03-11
514073,107427,Savings,175558,2025-09-19
514074,107427,Certificate of Deposit,127221,2026-03-02
514075,107428,Checking,9016,2025-06-22
514076,107429,Checking,8838,2025-12-16
514077,107429,Savings,55989,2026-04-28
514078,107430,Checking,11737,2024-06-23
514079,107430,Savings,39928,2025-12-21
514080,107430,Certificate of Deposit,304234,2023-11-05
514081,107431,Checking,11113,2024-10-29
514082,107432,Checking,4439,2020-03-08
514083,107432,Savings,121776,2021-10-11
514084,107433,Checking,14803,2024-08-02
514085,107433,Savings,37348,2025-05-02
514086,107434,Checking,1481,2021-06-24
514087,107434,Savings,137529,2018-11-22
514088,107435,Checking,1344,2021-06-19
514089,107435,Savings,137665,2024-07-16
514090,107436,Checking,6707,2026-06-24
514091,107436,Savings,41730,2024-12-19
514092,107437,Checking,1494,2025-03-14
514093,107437,Savings,31591,2026-01-15
514094,107438,Checking,3415,2023-05-14
514095,107438,Savings,24324,2019-02-20
514096,107439,Checking,1650,2024-08-06
514097,107439,Savings,49748,2025-03-01
514098,107440,Checking,11347,2025-02-18
514099,107440,Savings,63213,2021-02-14
514100,107440,Certificate of Deposit,194575,2021-03-08
514101,107441,Checking,4622,2023-10-16
514102,107441,Savings,116162,2021-11-24
514103,107441,Certificate of Deposit,289537,2018-09-27
514104,107442,Checking,8409,2026-02-18
514105,107442,Savings,62153,2026-04-04
514106,107443,Checking,7533,2023-08-31
514107,107443,Savings,79268,2024-04-06
514108,107444,Checking,7233,2021-11-06
514109,107444,Savings,172629,2025-06-21
514110,107444,Certificate of Deposit,229665,2024-07-27
514111,107445,Checking,14185,2018-11-11
514112,107445,Savings,89000,2021-08-08
514113,107446,Checking,5001,2023-11-11
514114,107446,Savings,135020,2023-10-23
514115,107447,Checking,9721,2026-05-17
514116,107447,Savings,120889,2026-01-31
514117,107447,Certificate of Deposit,281266,2025-12-18
514118,107448,Checking,14591,2023-06-10
514119,107448,Savings,125680,2024-08-16
514120,107449,Checking,12625,2023-10-11
514121,107449,Savings,238387,2019-10-10
514122,107450,Checking,2906,2025-05-01
514123,107450,Savings,141662,2023-10-28
514124,107450,Certificate of Deposit,232946,2024-02-11
514125,107451,Checking,5991,2021-02-09
514126,107451,Savings,57549,2023-04-09
514127,107452,Checking,12032,2026-03-18
514128,107452,Savings,104067,2025-05-20
514129,107453,Checking,6238,2023-02-19
514130,107454,Checking,13005,2020-11-24
514131,107454,Savings,28175,2024-11-18
514132,107455,Checking,5026,2026-07-14
514133,107455,Savings,72718,2026-07-14
514134,107456,Checking,13519,2024-03-28
514135,107456,Savings,18872,2022-11-16
514136,107457,Checking,5501,2026-06-05
514137,107457,Savings,119535,2026-02-04
514138,107458,Checking,9197,2026-01-21
514139,107458,Savings,27943,2024-02-05
514140,107459,Checking,7137,2020-12-21
514141,107460,Checking,4704,2021-11-18
514142,107460,Savings,180012,2020-10-13
514143,107461,Checking,5019,2026-07-12
514144,107461,Savings,95390,2026-07-12
514145,107461,Certificate of Deposit,165482,2026-07-10
514146,107462,Checking,7630,2026-06-06
514147,107462,Savings,127502,2020-05-17
514148,107463,Checking,6953,2024-02-12
514149,107463,Savings,16106,2025-06-01
514150,107464,Checking,11470,2019-01-14
514151,107464,Certificate of Deposit,249328,2019-09-07
514152,107465,Checking,7031,2017-08-05
514153,107465,Savings,71750,2023-07-04
514154,107466,Checking,6069,2018-10-18
514155,107466,Savings,69471,2023-07-10
514156,107467,Checking,6540,2023-05-07
514157,107468,Checking,1384,2026-05-09
514158,107469,Checking,513,2018-06-03
514159,107469,Savings,106026,2018-11-06
514160,107470,Checking,9771,2026-02-20
514161,107470,Savings,30319,2026-02-01
514162,107471,Checking,10195,2023-02-26
514163,107471,Savings,128562,2019-01-03
514164,107472,Checking,2837,2025-01-15
514165,107472,Savings,48618,2025-10-05
514166,107473,Checking,13295,2026-03-18
514167,107473,Savings,18626,2026-01-30
514168,107474,Checking,8762,2023-04-10
514169,107475,Checking,13784,2025-02-04
514170,107476,Checking,5651,2020-01-01
514171,107476,Certificate of Deposit,356337,2022-02-26
514172,107477,Checking,6522,2026-07-05
514173,107477,Savings,225250,2025-07-02
514174,107478,Checking,10335,2024-05-01
514175,107479,Checking,1518,2020-01-02
514176,107480,Checking,4127,2021-09-06
514177,107481,Checking,4196,2020-12-16
514178,107481,Savings,72138,2025-08-05
514179,107481,Certificate of Deposit,242377,2020-11-28
514180,107482,Checking,4794,2024-10-20
514181,107482,Savings,99187,2024-10-09
514182,107483,Checking,3644,2019-06-20
514183,107483,Savings,9407,2022-12-07
514184,107484,Checking,543,2023-09-28
514185,107484,Savings,128799,2019-02-02
514186,107485,Checking,5854,2023-04-29
514187,107485,Savings,142716,2021-09-01
514188,107486,Checking,764,2022-07-07
514189,107486,Savings,48886,2019-08-30
514190,107487,Checking,8937,2019-10-24
514191,107488,Checking,9541,2023-11-27
514192,107488,Certificate of Deposit,361145,2023-04-29
514193,107489,Checking,1305,2024-07-16
514194,107489,Savings,20935,2024-03-31
514195,107489,Certificate of Deposit,277094,2025-05-23
514196,107490,Checking,3203,2023-08-15
514197,107490,Savings,25399,2025-09-19
514198,107491,Checking,4517,2024-08-11
514199,107491,Savings,21832,2020-01-03
514200,107492,Checking,13675,2024-09-08
514201,107492,Savings,24707,2022-10-23
514202,107493,Checking,9297,2025-08-20
514203,107493,Savings,63895,2026-03-19
514204,107494,Checking,10989,2024-03-21
514205,107495,Checking,14949,2024-01-30
514206,107495,Savings,254690,2022-04-24
514207,107495,Certificate of Deposit,266497,2025-09-05
514208,107496,Checking,7389,2026-07-01
514209,107496,Savings,77702,2025-12-07
514210,107497,Checking,6490,2022-07-24
514211,107498,Checking,10765,2024-05-22
514212,107498,Savings,62221,2022-12-29
514213,107499,Checking,13949,2020-06-28
514214,107500,Checking,3335,2023-06-25
514215,107500,Savings,13128,2021-11-08
514216,107501,Checking,14773,2026-06-30
514217,107501,Savings,143566,2025-05-15
514218,107502,Checking,4770,2026-06-06
514219,107503,Checking,5804,2021-11-28
514220,107503,Savings,110366,2022-11-05
514221,107504,Checking,2800,2025-08-07
514222,107504,Savings,30856,2025-01-21
514223,107505,Checking,14016,2025-03-20
514224,107506,Checking,13957,2026-03-20
514225,107507,Checking,1238,2025-12-24
514226,107508,Checking,9799,2017-01-21
514227,107508,Savings,34817,2025-10-07
514228,107509,Checking,662,2025-01-07
514229,107509,Savings,27513,2026-05-10
514230,107510,Checking,5284,2021-12-15
514231,107510,Certificate of Deposit,89959,2026-06-26
514232,107511,Checking,3405,2023-04-18
514233,107512,Checking,7450,2020-10-28
514234,107513,Checking,3029,2026-02-16
514235,107513,Savings,64150,2024-02-10
514236,107514,Checking,4397,2026-04-25
514237,107514,Savings,67941,2025-12-19
514238,107514,Certificate of Deposit,171551,2026-06-08
514239,107515,Checking,11044,2026-02-14
514240,107516,Checking,3906,2019-11-26
514241,107516,Savings,118785,2022-06-30
514242,107516,Certificate of Deposit,62836,2020-01-19
514243,107517,Checking,4342,2026-04-19
514244,107517,Savings,100417,2026-05-17
514245,107517,Certificate of Deposit,241222,2026-04-12
514246,107518,Checking,9173,2025-07-11
514247,107518,Savings,229676,2026-05-25
514248,107519,Checking,6130,2024-08-18
514249,107519,Savings,73038,2024-04-03
514250,107520,Checking,12940,2024-03-22
514251,107521,Checking,1113,2021-02-03
514252,107522,Checking,7653,2023-09-02
514253,107522,Savings,237495,2024-08-02
514254,107523,Checking,11124,2020-04-18
514255,107523,Savings,177863,2023-01-17
514256,107524,Checking,11043,2023-11-18
514257,107525,Checking,9662,2025-11-09
514258,107525,Savings,166272,2024-04-20
514259,107526,Checking,6091,2018-08-08
514260,107527,Checking,10180,2025-11-28
514261,107527,Savings,26748,2025-04-23
514262,107527,Certificate of Deposit,241936,2026-04-15
514263,107528,Checking,7311,2020-09-15
514264,107528,Savings,53683,2024-08-14
514265,107528,Certificate of Deposit,36481,2023-03-26
514266,107529,Checking,13078,2025-09-13
514267,107529,Savings,99323,2025-06-20
514268,107529,Certificate of Deposit,382122,2017-03-18
514269,107530,Checking,9790,2022-08-16
514270,107530,Savings,146364,2025-12-12
514271,107531,Checking,7998,2021-07-18
514272,107531,Savings,36741,2025-12-08
514273,107532,Checking,4204,2026-06-29
514274,107532,Savings,177023,2026-06-30
514275,107533,Checking,10924,2018-09-09
514276,107534,Checking,12371,2020-09-24
514277,107534,Savings,120195,2025-05-13
514278,107535,Checking,13391,2021-12-16
514279,107536,Checking,861,2026-05-12
514280,107536,Savings,50500,2025-12-23
514281,107536,Certificate of Deposit,75136,2025-04-27
514282,107537,Checking,14860,2026-05-01
514283,107537,Savings,25375,2023-02-26
514284,107538,Checking,7420,2024-08-11
514285,107538,Certificate of Deposit,57051,2021-03-18
514286,107539,Checking,5673,2025-05-28
514287,107539,Savings,133762,2022-03-20
514288,107540,Checking,4135,2026-05-07
514289,107540,Savings,33156,2026-05-04
514290,107541,Checking,14425,2025-08-03
514291,107541,Savings,78913,2021-11-18
514292,107542,Checking,14361,2025-01-04
514293,107542,Savings,243940,2022-05-05
514294,107543,Checking,3227,2018-10-12
514295,107543,Savings,77961,2021-05-26
514296,107544,Checking,8885,2022-11-29
514297,107544,Savings,16040,2023-12-31
514298,107545,Checking,13674,2025-12-26
514299,107546,Checking,3567,2020-08-03
514300,107546,Savings,36466,2019-02-11
514301,107547,Checking,10816,2024-02-16
514302,107547,Savings,62849,2025-04-05
514303,107548,Checking,11966,2024-09-05
514304,107548,Certificate of Deposit,342376,2023-12-14
514305,107549,Checking,12458,2026-05-28
514306,107549,Savings,132984,2020-07-23
514307,107550,Checking,5898,2021-01-31
514308,107551,Checking,7423,2026-01-03
514309,107551,Savings,61463,2020-01-01
514310,107552,Checking,3230,2025-12-25
514311,107552,Savings,95201,2026-05-24
514312,107553,Checking,9041,2026-05-09
514313,107554,Checking,10270,2024-09-17
514314,107554,Savings,43905,2025-01-30
514315,107555,Checking,14055,2021-05-31
514316,107555,Savings,101131,2024-01-23
514317,107555,Certificate of Deposit,206931,2017-03-04
514318,107556,Checking,11181,2026-01-09
514319,107556,Savings,282580,2025-07-27
514320,107557,Checking,11948,2025-03-27
514321,107557,Savings,40654,2022-10-26
514322,107558,Checking,12284,2025-11-30
514323,107558,Savings,189509,2024-05-18
514324,107559,Checking,6737,2024-03-22
514325,107559,Savings,168419,2025-11-14
514326,107559,Certificate of Deposit,336438,2026-04-30
514327,107560,Checking,2507,2025-07-18
514328,107560,Savings,236534,2020-03-27
514329,107561,Checking,1033,2019-04-01
514330,107561,Savings,53207,2020-07-12
514331,107562,Checking,13294,2025-11-03
514332,107562,Savings,16955,2018-08-07
514333,107563,Checking,1889,2023-05-19
514334,107563,Savings,9097,2024-04-14
514335,107564,Checking,11691,2024-10-31
514336,107564,Savings,206856,2024-03-21
514337,107565,Checking,10208,2026-07-17
514338,107565,Savings,46954,2025-08-28
514339,107566,Checking,7833,2023-01-25
514340,107566,Certificate of Deposit,139916,2025-07-19
514341,107567,Checking,14335,2026-05-11
514342,107568,Checking,14200,2023-01-26
514343,107568,Savings,143324,2025-12-27
514344,107568,Certificate of Deposit,149988,2025-01-28
514345,107569,Checking,13778,2021-09-10
514346,107569,Savings,94105,2023-07-05
514347,107570,Checking,8251,2026-04-24
514348,107570,Savings,93723,2024-06-09
514349,107571,Checking,6584,2026-07-05
514350,107572,Checking,14055,2018-08-01
514351,107572,Savings,29503,2020-01-25
514352,107573,Checking,13936,2021-08-12
514353,107573,Savings,60671,2026-03-19
514354,107574,Checking,5746,2025-07-13
514355,107574,Certificate of Deposit,345198,2026-05-17
514356,107575,Checking,3387,2025-07-30
514357,107575,Savings,38042,2022-02-11
514358,107575,Certificate of Deposit,248815,2023-10-24
514359,107576,Checking,12534,2025-11-08
514360,107576,Savings,188312,2025-11-11
514361,107577,Checking,6392,2018-09-02
514362,107577,Savings,67937,2025-06-20
514363,107578,Checking,8290,2024-04-11
514364,107578,Certificate of Deposit,233065,2022-11-13
514365,107579,Checking,5691,2021-03-03
514366,107579,Savings,144491,2024-02-22
514367,107580,Checking,7211,2022-01-26
514368,107580,Savings,33773,2021-11-05
514369,107581,Checking,11377,2026-04-20
514370,107581,Savings,53396,2026-07-12
514371,107582,Checking,14194,2025-04-04
514372,107583,Checking,10279,2024-11-13
514373,107583,Savings,127338,2024-01-01
514374,107584,Checking,4333,2026-04-11
514375,107584,Savings,91648,2026-03-20
514376,107585,Checking,854,2025-04-27
514377,107585,Savings,53789,2022-07-22
514378,107586,Checking,2452,2021-09-01
514379,107586,Savings,132320,2024-01-22
514380,107587,Checking,5191,2024-01-17
514381,107587,Certificate of Deposit,108162,2023-12-15
514382,107588,Checking,6653,2026-02-14
514383,107589,Checking,2519,2023-12-17
514384,107590,Checking,14500,2025-04-08
514385,107590,Savings,88595,2026-05-25
514386,107591,Checking,12871,2025-10-24
514387,107591,Savings,69485,2023-08-02
514388,107591,Certificate of Deposit,109442,2025-03-09
514389,107592,Checking,12011,2019-10-28
514390,107592,Certificate of Deposit,226815,2020-02-17
514391,107593,Checking,1443,2025-07-31
514392,107593,Certificate of Deposit,122789,2024-07-19
514393,107594,Checking,10309,2024-04-10
514394,107594,Savings,133431,2026-03-06
514395,107595,Checking,8900,2023-08-08
514396,107595,Savings,43055,2026-01-16
514397,107596,Checking,14433,2020-12-03
514398,107596,Savings,75574,2023-03-12
514399,107597,Checking,13521,2026-06-29
514400,107598,Checking,8520,2023-02-10
514401,107598,Savings,53913,2024-03-23
514402,107599,Checking,7665,2026-06-12
514403,107599,Savings,39117,2026-06-03
514404,107600,Checking,1825,2024-03-22
514405,107601,Checking,9916,2026-06-24
514406,107601,Savings,145147,2026-06-27
514407,107602,Checking,13339,2026-06-10
514408,107602,Savings,185390,2025-08-10
514409,107603,Checking,5105,2025-09-13
514410,107603,Savings,41917,2026-04-07
514411,107604,Checking,4569,2022-11-11
514412,107604,Savings,121684,2023-12-17
514413,107605,Checking,712,2021-10-15
514414,107605,Savings,43005,2022-05-24
514415,107606,Checking,8086,2026-05-15
514416,107606,Savings,61822,2026-05-08
514417,107607,Checking,13484,2022-11-11
514418,107607,Savings,109928,2024-11-09
514419,107608,Checking,7080,2024-12-04
514420,107608,Savings,75167,2024-01-14
514421,107609,Checking,12451,2023-12-22
514422,107609,Savings,46723,2022-08-31
514423,107610,Checking,11638,2024-10-22
514424,107610,Savings,131092,2021-02-10
514425,107611,Checking,14791,2021-12-02
514426,107611,Savings,132678,2025-02-03
514427,107612,Checking,13613,2026-03-22
514428,107612,Savings,94666,2026-04-18
514429,107613,Checking,2175,2026-06-25
514430,107614,Checking,12642,2021-03-19
514431,107614,Savings,133819,2023-11-20
514432,107615,Checking,3199,2026-04-23
514433,107615,Savings,237787,2026-06-14
514434,107616,Checking,861,2021-08-06
514435,107617,Checking,3757,2025-01-06
514436,107618,Checking,6291,2025-09-12
514437,107619,Checking,5783,2025-02-14
514438,107619,Savings,108564,2026-03-20
514439,107620,Checking,11165,2025-06-11
514440,107620,Savings,73608,2025-08-13
514441,107621,Checking,14144,2023-05-18
514442,107621,Savings,57691,2023-06-09
514443,107622,Checking,7673,2024-11-14
514444,107622,Savings,161256,2026-03-13
514445,107623,Checking,4288,2025-04-15
514446,107623,Savings,91500,2025-09-01
514447,107624,Checking,11775,2024-03-05
514448,107624,Savings,136753,2025-01-26
514449,107625,Checking,6600,2025-05-01
514450,107625,Savings,52021,2026-01-17
514451,107626,Checking,10915,2021-03-13
514452,107627,Checking,14767,2022-10-12
514453,107627,Savings,107050,2018-11-02
514454,107627,Certificate of Deposit,289813,2022-01-23
514455,107628,Checking,3391,2022-01-08
514456,107628,Savings,153288,2021-07-05
514457,107628,Certificate of Deposit,404160,2025-07-25
514458,107629,Checking,6017,2022-11-24
514459,107629,Savings,104016,2026-03-11
514460,107630,Checking,4321,2019-07-04
514461,107631,Checking,699,2025-04-22
514462,107631,Savings,36251,2024-04-17
514463,107632,Checking,14337,2025-06-23
514464,107632,Savings,28646,2024-06-29
514465,107633,Checking,8882,2024-10-15
514466,107634,Checking,13340,2019-06-16
514467,107634,Savings,80444,2021-08-15
514468,107635,Checking,11236,2025-12-09
514469,107635,Savings,66863,2026-04-21
514470,107635,Certificate of Deposit,291481,2025-04-09
514471,107636,Checking,12367,2023-11-20
514472,107636,Savings,21728,2026-05-12
514473,107637,Checking,7389,2020-05-21
514474,107637,Savings,49004,2025-06-14
514475,107638,Checking,2775,2026-03-31
514476,107638,Savings,42125,2026-04-16
514477,107639,Checking,8037,2021-06-22
514478,107639,Savings,107145,2024-02-12
514479,107640,Checking,6237,2025-08-07
514480,107640,Savings,127376,2025-06-07
514481,107641,Checking,7445,2025-06-11
514482,107641,Savings,130165,2023-12-14
514483,107642,Checking,13416,2025-03-27
514484,107643,Checking,3359,2024-07-14
514485,107643,Certificate of Deposit,50332,2023-05-08
514486,107644,Checking,5714,2026-07-10
514487,107645,Checking,7322,2025-05-07
514488,107645,Savings,138126,2026-05-03
514489,107646,Checking,9768,2026-07-02
514490,107646,Savings,52888,2026-06-05
514491,107647,Checking,1975,2025-04-17
514492,107648,Checking,2851,2023-05-04
514493,107648,Savings,174415,2025-06-02
514494,107648,Certificate of Deposit,302377,2023-07-14
514495,107649,Checking,1825,2023-04-18
514496,107649,Savings,175666,2025-06-21
514497,107650,Checking,1218,2019-01-03
514498,107650,Savings,47990,2025-02-11
514499,107651,Checking,5589,2019-11-22
514500,107651,Savings,159976,2020-05-24
514501,107652,Checking,9503,2026-07-07
514502,107652,Savings,30660,2026-05-22
514503,107653,Checking,14121,2025-01-04
514504,107654,Checking,8317,2026-02-17
514505,107655,Checking,10066,2020-09-04
514506,107655,Savings,144199,2021-07-16
514507,107656,Checking,7314,2025-07-05
514508,107656,Savings,168236,2026-06-22
514509,107657,Checking,4134,2024-08-05
514510,107657,Savings,41396,2024-11-27
514511,107658,Checking,668,2026-02-25
514512,107659,Checking,12483,2021-07-09
514513,107659,Savings,58153,2025-03-25
514514,107660,Checking,14524,2023-01-21
514515,107660,Savings,91723,2026-06-28
514516,107661,Checking,5564,2024-09-17
514517,107661,Savings,37368,2022-09-04
514518,107662,Checking,8609,2023-09-22
514519,107662,Savings,251975,2024-09-21
514520,107663,Checking,685,2023-04-02
514521,107663,Savings,190053,2024-02-27
514522,107664,Checking,3963,2023-10-14
514523,107664,Savings,101526,2025-09-21
514524,107665,Checking,13281,2024-11-06
514525,107665,Savings,94085,2025-05-02
514526,107666,Checking,5382,2019-03-12
514527,107667,Checking,9095,2019-09-16
514528,107667,Savings,51542,2019-06-17
514529,107668,Checking,12765,2018-10-14
514530,107668,Savings,259879,2019-04-16
514531,107668,Certificate of Deposit,379724,2024-12-28
514532,107669,Checking,8177,2024-09-07
514533,107669,Certificate of Deposit,196696,2025-09-03
514534,107670,Checking,3542,2026-03-03
514535,107670,Savings,151519,2025-08-01
514536,107671,Checking,4544,2026-04-12
514537,107671,Savings,139112,2021-08-17
514538,107671,Certificate of Deposit,521095,2024-06-15
514539,107672,Checking,12359,2024-06-04
514540,107672,Savings,206018,2025-01-29
514541,107673,Checking,8350,2026-04-28
514542,107673,Certificate of Deposit,296584,2022-05-03
514543,107674,Checking,4163,2024-04-01
514544,107674,Savings,41942,2017-11-07
514545,107675,Checking,3638,2021-01-31
514546,107675,Savings,66804,2020-12-01
514547,107676,Checking,9766,2021-04-19
514548,107676,Savings,190875,2026-05-09
514549,107676,Certificate of Deposit,90755,2022-02-21
514550,107677,Checking,10655,2024-09-19
514551,107677,Savings,110522,2025-01-02
514552,107678,Checking,6454,2025-11-17
514553,107678,Savings,103968,2025-07-06
514554,107679,Checking,2187,2025-05-10
